account_id,owner_entity_id,owner_entity_type,account_type,currency,opened_at,status,home_branch,initial_balance,bank_id
ACCT-001161,CUST-000968,CUSTOMER,PAYMENT,VND,2025-05-01T02:59:59Z,ACTIVE,BR-396,39017284,BANK-VCB-001
ACCT-001162,CUST-000969,CUSTOMER,PAYMENT,VND,2025-04-03T05:59:59Z,ACTIVE,BR-250,67215312,BANK-ACB-004
ACCT-001163,CUST-000970,CUSTOMER,PAYMENT,VND,2022-11-04T06:59:59Z,ACTIVE,BR-323,52139077,BANK-TCB-002
ACCT-001164,CUST-000971,CUSTOMER,PAYMENT,VND,2023-04-28T09:59:59Z,ACTIVE,BR-765,69843530,BANK-ACB-004
ACCT-001165,CUST-000972,CUSTOMER,PAYMENT,VND,2024-06-12T11:59:59Z,ACTIVE,BR-649,63307918,BANK-MBB-003
ACCT-001166,CUST-000973,CUSTOMER,SAVINGS,VND,2023-10-05T06:59:59Z,ACTIVE,BR-407,62862078,BANK-MBB-003
ACCT-001167,CUST-000974,CUSTOMER,PAYMENT,VND,2025-06-26T08:59:59Z,ACTIVE,BR-792,28208608,BANK-MBB-003
ACCT-001168,CUST-000975,CUSTOMER,PAYMENT,VND,2025-05-31T08:59:59Z,ACTIVE,BR-829,8829592,BANK-TCB-002
ACCT-001169,CUST-000976,CUSTOMER,SAVINGS,VND,2025-08-01T04:59:59Z,ACTIVE,BR-785,16810097,BANK-MBB-003
ACCT-001170,CUST-000977,CUSTOMER,PAYMENT,VND,2025-03-18T09:59:59Z,ACTIVE,BR-680,14998155,BANK-TCB-002
ACCT-001171,CUST-000978,CUSTOMER,PAYMENT,VND,2025-09-03T02:59:59Z,ACTIVE,BR-217,8342707,BANK-ACB-004
ACCT-001172,CUST-000979,CUSTOMER,PAYMENT,VND,2023-08-06T04:59:59Z,ACTIVE,BR-201,7140897,BANK-VCB-001
ACCT-001173,CUST-000980,CUSTOMER,PAYMENT,VND,2025-07-01T11:59:59Z,ACTIVE,BR-605,18002644,BANK-VCB-001
ACCT-001174,CUST-000981,CUSTOMER,PAYMENT,VND,2025-02-11T08:59:59Z,ACTIVE,BR-633,42916362,BANK-VPB-005
ACCT-001175,CUST-000982,CUSTOMER,SAVINGS,VND,2025-09-05T08:59:59Z,ACTIVE,BR-481,38024873,BANK-VCB-001
ACCT-001176,CUST-000983,CUSTOMER,PAYMENT,VND,2025-05-28T00:59:59Z,ACTIVE,BR-953,72484190,BANK-ACB-004
ACCT-001177,CUST-000983,CUSTOMER,SAVINGS,VND,2025-09-13T23:59:59Z,ACTIVE,BR-619,29979042,BANK-ACB-004
ACCT-001178,CUST-000984,CUSTOMER,PAYMENT,VND,2022-12-02T09:59:59Z,ACTIVE,BR-763,118973558,BANK-TCB-002
ACCT-001179,CUST-000985,CUSTOMER,PAYMENT,VND,2021-12-09T23:59:59Z,ACTIVE,BR-896,55235417,BANK-VCB-001
ACCT-001180,CUST-000985,CUSTOMER,SAVINGS,VND,2024-05-26T11:59:59Z,ACTIVE,BR-110,61030711,BANK-VPB-005
ACCT-001181,CUST-000986,CUSTOMER,PAYMENT,VND,2022-10-09T03:59:59Z,ACTIVE,BR-974,13314906,BANK-TCB-002
ACCT-001182,CUST-000987,CUSTOMER,SAVINGS,VND,2023-07-25T10:59:59Z,ACTIVE,BR-939,12018643,BANK-VPB-005
ACCT-001183,CUST-000988,CUSTOMER,PAYMENT,VND,2025-08-01T06:59:59Z,ACTIVE,BR-782,5164850,BANK-TCB-002
ACCT-001184,CUST-000989,CUSTOMER,PAYMENT,VND,2023-02-05T10:59:59Z,ACTIVE,BR-900,197129800,BANK-ACB-004
ACCT-001185,CUST-000990,CUSTOMER,PAYMENT,VND,2022-07-01T06:59:59Z,ACTIVE,BR-285,21802624,BANK-VCB-001
ACCT-001186,CUST-000991,CUSTOMER,SAVINGS,VND,2022-08-05T11:59:59Z,ACTIVE,BR-620,14938443,BANK-MBB-003
ACCT-001187,CUST-000992,CUSTOMER,PAYMENT,VND,2022-11-03T04:59:59Z,ACTIVE,BR-996,77450235,BANK-TCB-002
ACCT-001188,CUST-000992,CUSTOMER,SAVINGS,VND,2023-04-08T11:59:59Z,ACTIVE,BR-960,25412634,BANK-MBB-003
ACCT-001189,CUST-000993,CUSTOMER,SAVINGS,VND,2025-06-06T02:59:59Z,ACTIVE,BR-637,11949426,BANK-VCB-001
ACCT-001190,CUST-000994,CUSTOMER,PAYMENT,VND,2025-05-13T23:59:59Z,ACTIVE,BR-606,10001862,BANK-VPB-005
ACCT-001191,CUST-000995,CUSTOMER,PAYMENT,VND,2024-02-09T04:59:59Z,ACTIVE,BR-402,47877373,BANK-MBB-003
ACCT-001192,CUST-000996,CUSTOMER,PAYMENT,VND,2024-09-02T00:59:59Z,ACTIVE,BR-252,34842786,BANK-VCB-001
ACCT-001193,CUST-000997,CUSTOMER,PAYMENT,VND,2025-09-08T06:59:59Z,ACTIVE,BR-362,72058989,BANK-TCB-002
ACCT-001194,CUST-000998,CUSTOMER,PAYMENT,VND,2025-05-29T04:59:59Z,ACTIVE,BR-384,5868172,BANK-MBB-003
ACCT-001195,CUST-000999,CUSTOMER,PAYMENT,VND,2025-04-24T05:59:59Z,ACTIVE,BR-765,69799493,BANK-VCB-001
ACCT-001196,CUST-001000,CUSTOMER,PAYMENT,VND,2025-02-04T05:59:59Z,ACTIVE,BR-518,41241341,BANK-TCB-002
ACCT-001197,CUST-001001,CUSTOMER,PAYMENT,VND,2023-04-24T02:59:59Z,ACTIVE,BR-871,6087460,BANK-TCB-002
ACCT-001198,CUST-001002,CUSTOMER,PAYMENT,VND,2025-10-01T09:59:59Z,ACTIVE,BR-899,65883437,BANK-TCB-002
ACCT-001199,CUST-001002,CUSTOMER,PAYMENT,VND,2025-02-13T11:59:59Z,ACTIVE,BR-782,36581295,BANK-MBB-003
ACCT-001200,CUST-001003,CUSTOMER,PAYMENT,VND,2023-06-26T03:59:59Z,ACTIVE,BR-281,45442440,BANK-VCB-001
ACCT-001201,CUST-001003,CUSTOMER,PAYMENT,VND,2023-01-25T10:59:59Z,ACTIVE,BR-232,55849738,BANK-VCB-001
ACCT-001202,CUST-001004,CUSTOMER,SAVINGS,VND,2025-05-04T07:59:59Z,ACTIVE,BR-995,61848954,BANK-ACB-004
ACCT-001203,CUST-001005,CUSTOMER,PAYMENT,VND,2024-11-27T01:59:59Z,ACTIVE,BR-360,30762807,BANK-MBB-003
ACCT-001204,CUST-001006,CUSTOMER,PAYMENT,VND,2025-09-14T00:59:59Z,ACTIVE,BR-515,82020619,BANK-VCB-001
ACCT-001205,CUST-001007,CUSTOMER,PAYMENT,VND,2023-07-02T09:59:59Z,ACTIVE,BR-296,6042561,BANK-VPB-005
ACCT-001206,CUST-001007,CUSTOMER,PAYMENT,VND,2023-01-02T10:59:59Z,ACTIVE,BR-205,31830304,BANK-ACB-004
ACCT-001207,CUST-001008,CUSTOMER,PAYMENT,VND,2020-12-08T09:59:59Z,ACTIVE,BR-439,37386130,BANK-TCB-002
ACCT-001208,CUST-001009,CUSTOMER,SAVINGS,VND,2025-06-15T04:59:59Z,ACTIVE,BR-571,29870336,BANK-TCB-002
ACCT-001209,CUST-001010,CUSTOMER,PAYMENT,VND,2023-05-07T02:59:59Z,ACTIVE,BR-228,161804068,BANK-ACB-004
ACCT-001210,CUST-001011,CUSTOMER,PAYMENT,VND,2025-05-31T05:59:59Z,ACTIVE,BR-269,71410307,BANK-TCB-002
ACCT-001211,CUST-001011,CUSTOMER,PAYMENT,VND,2024-05-08T11:59:59Z,ACTIVE,BR-286,6525277,BANK-TCB-002
ACCT-001212,CUST-001012,CUSTOMER,PAYMENT,VND,2025-04-29T06:59:59Z,ACTIVE,BR-107,58088866,BANK-VPB-005
ACCT-001213,CUST-001013,CUSTOMER,PAYMENT,VND,2025-09-28T03:59:59Z,ACTIVE,BR-588,17855692,BANK-TCB-002
ACCT-001214,CUST-001014,CUSTOMER,SAVINGS,VND,2023-09-08T07:59:59Z,ACTIVE,BR-243,70910139,BANK-MBB-003
ACCT-001215,CUST-001014,CUSTOMER,SAVINGS,VND,2022-03-30T09:59:59Z,ACTIVE,BR-134,26495869,BANK-VCB-001
ACCT-001216,CUST-001015,CUSTOMER,PAYMENT,VND,2024-09-22T23:59:59Z,ACTIVE,BR-236,33829496,BANK-MBB-003
ACCT-001217,CUST-001016,CUSTOMER,PAYMENT,VND,2024-12-11T02:59:59Z,ACTIVE,BR-755,78147933,BANK-ACB-004
ACCT-001218,CUST-001017,CUSTOMER,SAVINGS,VND,2024-01-16T04:59:59Z,ACTIVE,BR-955,33212160,BANK-MBB-003
ACCT-001219,CUST-001017,CUSTOMER,PAYMENT,VND,2022-08-28T01:59:59Z,ACTIVE,BR-656,60213235,BANK-TCB-002
ACCT-001220,CUST-001018,CUSTOMER,PAYMENT,VND,2022-01-23T05:59:59Z,ACTIVE,BR-516,42557155,BANK-TCB-002
ACCT-001221,CUST-001019,CUSTOMER,PAYMENT,VND,2024-07-02T05:59:59Z,ACTIVE,BR-172,45828538,BANK-VPB-005
ACCT-001222,CUST-001020,CUSTOMER,PAYMENT,VND,2024-10-13T07:59:59Z,ACTIVE,BR-959,46095749,BANK-VCB-001
ACCT-001223,CUST-001021,CUSTOMER,SAVINGS,VND,2025-05-24T03:59:59Z,ACTIVE,BR-812,96098016,BANK-TCB-002
ACCT-001224,CUST-001021,CUSTOMER,PAYMENT,VND,2025-07-04T06:59:59Z,ACTIVE,BR-695,141963402,BANK-MBB-003
ACCT-001225,CUST-001022,CUSTOMER,PAYMENT,VND,2023-06-13T01:59:59Z,ACTIVE,BR-762,14910636,BANK-VPB-005
ACCT-001226,CUST-001023,CUSTOMER,PAYMENT,VND,2024-07-07T00:59:59Z,ACTIVE,BR-335,7526024,BANK-ACB-004
ACCT-001227,CUST-001024,CUSTOMER,SAVINGS,VND,2024-04-23T01:59:59Z,ACTIVE,BR-183,19311400,BANK-VPB-005
ACCT-001228,CUST-001024,CUSTOMER,PAYMENT,VND,2024-03-13T10:59:59Z,ACTIVE,BR-402,147076049,BANK-TCB-002
ACCT-001229,CUST-001025,CUSTOMER,PAYMENT,VND,2025-07-02T06:59:59Z,ACTIVE,BR-782,50813595,BANK-MBB-003
ACCT-001230,CUST-001026,CUSTOMER,SAVINGS,VND,2021-12-28T09:59:59Z,ACTIVE,BR-992,39984494,BANK-VCB-001
ACCT-001231,CUST-001027,CUSTOMER,PAYMENT,VND,2025-01-26T06:59:59Z,ACTIVE,BR-534,17835910,BANK-TCB-002
ACCT-001232,CUST-001028,CUSTOMER,PAYMENT,VND,2023-12-15T11:59:59Z,ACTIVE,BR-117,83419521,BANK-VPB-005
ACCT-001233,CUST-001029,CUSTOMER,PAYMENT,VND,2025-07-13T02:59:59Z,ACTIVE,BR-354,31884441,BANK-VPB-005
ACCT-001234,CUST-001030,CUSTOMER,PAYMENT,VND,2024-04-25T05:59:59Z,ACTIVE,BR-326,9983651,BANK-TCB-002
ACCT-001235,CUST-001031,CUSTOMER,SAVINGS,VND,2025-07-14T05:59:59Z,ACTIVE,BR-809,2321909,BANK-MBB-003
ACCT-001236,CUST-001032,CUSTOMER,SAVINGS,VND,2023-12-08T10:59:59Z,ACTIVE,BR-708,31676661,BANK-VCB-001
ACCT-001237,CUST-001033,CUSTOMER,PAYMENT,VND,2023-12-21T06:59:59Z,ACTIVE,BR-537,48921633,BANK-VPB-005
ACCT-001238,CUST-001034,CUSTOMER,SAVINGS,VND,2024-02-08T09:59:59Z,ACTIVE,BR-379,16241443,BANK-TCB-002
ACCT-001239,CUST-001035,CUSTOMER,PAYMENT,VND,2023-06-23T09:59:59Z,ACTIVE,BR-199,43068214,BANK-MBB-003
ACCT-001240,CUST-001036,CUSTOMER,PAYMENT,VND,2025-08-08T11:59:59Z,ACTIVE,BR-849,113202494,BANK-VPB-005
ACCT-001241,CUST-001037,CUSTOMER,PAYMENT,VND,2024-08-01T07:59:59Z,ACTIVE,BR-968,54878852,BANK-TCB-002
ACCT-001242,CUST-001038,CUSTOMER,PAYMENT,VND,2024-11-05T09:59:59Z,ACTIVE,BR-871,68543929,BANK-TCB-002
ACCT-001243,CUST-001039,CUSTOMER,PAYMENT,VND,2024-11-25T09:59:59Z,ACTIVE,BR-330,9401190,BANK-VPB-005
ACCT-001244,CUST-001039,CUSTOMER,PAYMENT,VND,2025-02-17T00:59:59Z,ACTIVE,BR-531,95395741,BANK-VPB-005
ACCT-001245,CUST-001040,CUSTOMER,PAYMENT,VND,2025-08-19T10:59:59Z,ACTIVE,BR-636,40379712,BANK-ACB-004
ACCT-001246,CUST-001041,CUSTOMER,SAVINGS,VND,2025-07-14T07:59:59Z,ACTIVE,BR-103,31764098,BANK-TCB-002
ACCT-001247,CUST-001042,CUSTOMER,SAVINGS,VND,2025-09-10T00:59:59Z,ACTIVE,BR-359,59213766,BANK-VPB-005
ACCT-001248,CUST-001043,CUSTOMER,PAYMENT,VND,2025-01-27T09:59:59Z,ACTIVE,BR-870,48408181,BANK-ACB-004
ACCT-001249,CUST-001044,CUSTOMER,PAYMENT,VND,2023-03-10T07:59:59Z,ACTIVE,BR-830,67671397,BANK-VCB-001
ACCT-001250,CUST-001044,CUSTOMER,PAYMENT,VND,2024-01-03T10:59:59Z,ACTIVE,BR-938,67049203,BANK-MBB-003
ACCT-001251,CUST-001045,CUSTOMER,SAVINGS,VND,2021-10-18T04:59:59Z,ACTIVE,BR-166,15367646,BANK-VPB-005
ACCT-001252,CUST-001046,CUSTOMER,PAYMENT,VND,2025-09-27T08:59:59Z,ACTIVE,BR-772,76700044,BANK-MBB-003
ACCT-001253,CUST-001047,CUSTOMER,PAYMENT,VND,2024-07-26T06:59:59Z,ACTIVE,BR-418,57408835,BANK-VCB-001
ACCT-001254,CUST-001047,CUSTOMER,PAYMENT,VND,2025-06-20T03:59:59Z,ACTIVE,BR-271,53033090,BANK-VCB-001
ACCT-001255,CUST-001048,CUSTOMER,PAYMENT,VND,2025-03-13T07:59:59Z,ACTIVE,BR-758,70303509,BANK-VPB-005
ACCT-001256,CUST-001049,CUSTOMER,PAYMENT,VND,2023-02-02T09:59:59Z,ACTIVE,BR-150,9888334,BANK-VCB-001
ACCT-001257,CUST-001050,CUSTOMER,PAYMENT,VND,2023-01-28T06:59:59Z,ACTIVE,BR-669,33035242,BANK-VCB-001
ACCT-001258,CUST-001051,CUSTOMER,PAYMENT,VND,2021-12-11T23:59:59Z,ACTIVE,BR-511,29083452,BANK-MBB-003
ACCT-001259,CUST-001051,CUSTOMER,SAVINGS,VND,2025-07-18T00:59:59Z,ACTIVE,BR-741,25226139,BANK-VPB-005
ACCT-001260,CUST-001052,CUSTOMER,PAYMENT,VND,2025-02-07T03:59:59Z,ACTIVE,BR-843,79442843,BANK-VPB-005
ACCT-001261,CUST-001053,CUSTOMER,PAYMENT,VND,2025-08-16T01:59:59Z,ACTIVE,BR-767,35597785,BANK-VCB-001
ACCT-001262,CUST-001054,CUSTOMER,PAYMENT,VND,2025-05-26T00:59:59Z,ACTIVE,BR-552,63360087,BANK-ACB-004
ACCT-001263,CUST-001055,CUSTOMER,SAVINGS,VND,2024-03-17T09:59:59Z,ACTIVE,BR-945,80597302,BANK-MBB-003
ACCT-001264,CUST-001056,CUSTOMER,SAVINGS,VND,2024-05-18T23:59:59Z,ACTIVE,BR-786,48244554,BANK-MBB-003
ACCT-001265,CUST-001056,CUSTOMER,PAYMENT,VND,2025-09-14T05:59:59Z,ACTIVE,BR-327,75899199,BANK-TCB-002
ACCT-001266,CUST-001057,CUSTOMER,PAYMENT,VND,2025-09-07T04:59:59Z,ACTIVE,BR-927,72223069,BANK-MBB-003
ACCT-001267,CUST-001058,CUSTOMER,SAVINGS,VND,2023-09-04T05:59:59Z,ACTIVE,BR-835,15562493,BANK-VPB-005
ACCT-001268,CUST-001059,CUSTOMER,SAVINGS,VND,2025-06-07T11:59:59Z,ACTIVE,BR-177,196284193,BANK-MBB-003
ACCT-001269,CUST-001060,CUSTOMER,PAYMENT,VND,2023-03-20T01:59:59Z,ACTIVE,BR-458,55946187,BANK-VCB-001
ACCT-001270,CUST-001061,CUSTOMER,PAYMENT,VND,2025-04-06T11:59:59Z,ACTIVE,BR-574,57596701,BANK-TCB-002
ACCT-001271,CUST-001061,CUSTOMER,PAYMENT,VND,2025-06-12T01:59:59Z,ACTIVE,BR-191,33150814,BANK-ACB-004
ACCT-001272,CUST-001062,CUSTOMER,SAVINGS,VND,2021-09-16T02:59:59Z,ACTIVE,BR-585,74561185,BANK-VPB-005
ACCT-001273,CUST-001062,CUSTOMER,PAYMENT,VND,2022-11-19T06:59:59Z,ACTIVE,BR-957,63042832,BANK-TCB-002
ACCT-001274,CUST-001063,CUSTOMER,PAYMENT,VND,2025-09-04T07:59:59Z,ACTIVE,BR-615,53161156,BANK-MBB-003
ACCT-001275,CUST-001064,CUSTOMER,SAVINGS,VND,2023-02-16T10:59:59Z,ACTIVE,BR-361,79331921,BANK-ACB-004
ACCT-001276,CUST-001065,CUSTOMER,PAYMENT,VND,2022-06-30T05:59:59Z,ACTIVE,BR-350,42519726,BANK-VPB-005
ACCT-001277,CUST-001066,CUSTOMER,SAVINGS,VND,2025-10-12T07:59:59Z,ACTIVE,BR-839,52306816,BANK-ACB-004
ACCT-001278,CUST-001066,CUSTOMER,PAYMENT,VND,2023-10-12T11:59:59Z,ACTIVE,BR-879,50441473,BANK-VPB-005
ACCT-001279,CUST-001067,CUSTOMER,SAVINGS,VND,2024-07-26T06:59:59Z,ACTIVE,BR-717,63984208,BANK-VPB-005
ACCT-001280,CUST-001068,CUSTOMER,PAYMENT,VND,2022-06-24T03:59:59Z,ACTIVE,BR-918,13355005,BANK-MBB-003
ACCT-001281,CUST-001069,CUSTOMER,PAYMENT,VND,2025-04-04T23:59:59Z,ACTIVE,BR-995,57444214,BANK-VCB-001
ACCT-001282,CUST-001070,CUSTOMER,PAYMENT,VND,2024-11-30T02:59:59Z,ACTIVE,BR-903,7897999,BANK-TCB-002
ACCT-001283,CUST-001071,CUSTOMER,PAYMENT,VND,2025-07-09T10:59:59Z,ACTIVE,BR-838,19983497,BANK-MBB-003
ACCT-001284,CUST-001072,CUSTOMER,SAVINGS,VND,2025-01-26T01:59:59Z,ACTIVE,BR-647,60806861,BANK-ACB-004
ACCT-001285,CUST-001073,CUSTOMER,PAYMENT,VND,2025-08-13T07:59:59Z,ACTIVE,BR-181,34338934,BANK-ACB-004
ACCT-001286,CUST-001074,CUSTOMER,PAYMENT,VND,2023-09-10T05:59:59Z,ACTIVE,BR-567,78081315,BANK-VCB-001
ACCT-001287,CUST-001075,CUSTOMER,PAYMENT,VND,2025-04-07T11:59:59Z,ACTIVE,BR-357,24674626,BANK-VCB-001
ACCT-001288,CUST-001076,CUSTOMER,PAYMENT,VND,2024-02-25T03:59:59Z,ACTIVE,BR-499,47616477,BANK-ACB-004
ACCT-001289,CUST-001077,CUSTOMER,SAVINGS,VND,2024-01-03T10:59:59Z,ACTIVE,BR-822,57445004,BANK-TCB-002
ACCT-001290,CUST-001078,CUSTOMER,PAYMENT,VND,2025-06-13T00:59:59Z,ACTIVE,BR-280,24187751,BANK-TCB-002
ACCT-001291,CUST-001079,CUSTOMER,SAVINGS,VND,2023-02-06T03:59:59Z,ACTIVE,BR-158,59144898,BANK-VCB-001
ACCT-001292,CUST-001080,CUSTOMER,SAVINGS,VND,2023-12-04T10:59:59Z,ACTIVE,BR-131,78683899,BANK-TCB-002
ACCT-001293,CUST-001081,CUSTOMER,PAYMENT,VND,2025-02-06T06:59:59Z,ACTIVE,BR-610,12520060,BANK-TCB-002
ACCT-001294,CUST-001082,CUSTOMER,PAYMENT,VND,2022-10-01T01:59:59Z,ACTIVE,BR-953,49983498,BANK-ACB-004
ACCT-001295,CUST-001083,CUSTOMER,PAYMENT,VND,2025-08-10T10:59:59Z,ACTIVE,BR-711,66236783,BANK-MBB-003
ACCT-001296,CUST-001083,CUSTOMER,PAYMENT,VND,2025-08-05T08:59:59Z,ACTIVE,BR-232,94282273,BANK-VPB-005
ACCT-001297,CUST-001084,CUSTOMER,SAVINGS,VND,2025-03-05T01:59:59Z,ACTIVE,BR-314,12117174,BANK-TCB-002
ACCT-001298,CUST-001085,CUSTOMER,SAVINGS,VND,2025-06-25T04:59:59Z,ACTIVE,BR-777,81706614,BANK-VCB-001
ACCT-001299,CUST-001086,CUSTOMER,SAVINGS,VND,2024-03-10T23:59:59Z,ACTIVE,BR-716,68417994,BANK-MBB-003
ACCT-001300,CUST-001087,CUSTOMER,PAYMENT,VND,2023-10-19T02:59:59Z,ACTIVE,BR-301,77283744,BANK-TCB-002
ACCT-001301,CUST-001088,CUSTOMER,PAYMENT,VND,2025-01-14T08:59:59Z,ACTIVE,BR-345,44895392,BANK-VPB-005
ACCT-001302,CUST-001089,CUSTOMER,PAYMENT,VND,2025-08-18T11:59:59Z,ACTIVE,BR-344,35100192,BANK-VCB-001
ACCT-001303,CUST-001090,CUSTOMER,PAYMENT,VND,2025-07-16T23:59:59Z,ACTIVE,BR-675,34273505,BANK-TCB-002
ACCT-001304,CUST-001091,CUSTOMER,PAYMENT,VND,2023-10-01T05:59:59Z,ACTIVE,BR-171,31672637,BANK-ACB-004
ACCT-001305,CUST-001092,CUSTOMER,PAYMENT,VND,2022-10-20T03:59:59Z,ACTIVE,BR-720,58572620,BANK-VCB-001
ACCT-001306,CUST-001093,CUSTOMER,PAYMENT,VND,2022-05-19T05:59:59Z,ACTIVE,BR-210,47891197,BANK-VPB-005
ACCT-001307,CUST-001094,CUSTOMER,PAYMENT,VND,2025-02-07T23:59:59Z,ACTIVE,BR-917,43716063,BANK-TCB-002
ACCT-001308,CUST-001095,CUSTOMER,PAYMENT,VND,2025-02-06T08:59:59Z,ACTIVE,BR-860,73338669,BANK-VCB-001
ACCT-001309,CUST-001096,CUSTOMER,PAYMENT,VND,2025-08-14T07:59:59Z,ACTIVE,BR-694,51029718,BANK-VPB-005
ACCT-001310,CUST-001097,CUSTOMER,PAYMENT,VND,2025-08-11T01:59:59Z,ACTIVE,BR-713,8203132,BANK-VPB-005
ACCT-001311,CUST-001098,CUSTOMER,PAYMENT,VND,2025-06-24T23:59:59Z,ACTIVE,BR-844,33826295,BANK-TCB-002
ACCT-001312,CUST-001099,CUSTOMER,SAVINGS,VND,2025-04-22T09:59:59Z,ACTIVE,BR-858,143604884,BANK-MBB-003
ACCT-001313,CUST-001100,CUSTOMER,PAYMENT,VND,2022-04-10T11:59:59Z,ACTIVE,BR-226,46470866,BANK-MBB-003
ACCT-001314,CUST-001100,CUSTOMER,PAYMENT,VND,2023-12-13T02:59:59Z,ACTIVE,BR-255,41160636,BANK-MBB-003
ACCT-001315,CUST-001101,CUSTOMER,PAYMENT,VND,2024-11-24T02:59:59Z,ACTIVE,BR-712,23610854,BANK-MBB-003
ACCT-001316,CUST-001102,CUSTOMER,PAYMENT,VND,2021-05-05T11:59:59Z,ACTIVE,BR-369,6062476,BANK-VPB-005
ACCT-001317,CUST-001103,CUSTOMER,PAYMENT,VND,2025-02-23T23:59:59Z,ACTIVE,BR-619,166701235,BANK-TCB-002
ACCT-001318,CUST-001104,CUSTOMER,PAYMENT,VND,2023-03-04T00:59:59Z,ACTIVE,BR-549,13825220,BANK-MBB-003
ACCT-001319,CUST-001105,CUSTOMER,PAYMENT,VND,2025-07-25T00:59:59Z,ACTIVE,BR-555,37215509,BANK-VPB-005
ACCT-001320,CUST-001106,CUSTOMER,PAYMENT,VND,2025-03-22T11:59:59Z,ACTIVE,BR-192,4523747,BANK-MBB-003
ACCT-001321,CUST-001106,CUSTOMER,SAVINGS,VND,2025-06-19T01:59:59Z,ACTIVE,BR-456,5546799,BANK-TCB-002
ACCT-001322,CUST-001107,CUSTOMER,PAYMENT,VND,2023-01-07T04:59:59Z,ACTIVE,BR-208,57350736,BANK-TCB-002
ACCT-001323,CUST-001107,CUSTOMER,PAYMENT,VND,2024-11-14T11:59:59Z,ACTIVE,BR-167,44383646,BANK-MBB-003
ACCT-001324,CUST-001108,CUSTOMER,PAYMENT,VND,2025-10-09T07:59:59Z,ACTIVE,BR-953,67817003,BANK-ACB-004
ACCT-001325,CUST-001109,CUSTOMER,PAYMENT,VND,2025-08-27T00:59:59Z,ACTIVE,BR-548,62397237,BANK-VPB-005
ACCT-001326,CUST-001110,CUSTOMER,PAYMENT,VND,2025-07-27T05:59:59Z,ACTIVE,BR-274,5663281,BANK-MBB-003
ACCT-001327,CUST-001111,CUSTOMER,SAVINGS,VND,2024-12-14T04:59:59Z,ACTIVE,BR-159,76291885,BANK-VCB-001
ACCT-001328,CUST-001112,CUSTOMER,PAYMENT,VND,2025-06-24T03:59:59Z,ACTIVE,BR-639,99959186,BANK-VCB-001
ACCT-001329,CUST-001113,CUSTOMER,SAVINGS,VND,2023-01-30T04:59:59Z,ACTIVE,BR-148,29024055,BANK-TCB-002
ACCT-001330,CUST-001114,CUSTOMER,PAYMENT,VND,2024-11-02T00:59:59Z,ACTIVE,BR-965,77831723,BANK-TCB-002
ACCT-001331,CUST-001115,CUSTOMER,SAVINGS,VND,2023-03-30T04:59:59Z,ACTIVE,BR-126,72782064,BANK-VPB-005
ACCT-001332,CUST-001116,CUSTOMER,SAVINGS,VND,2025-09-05T08:59:59Z,ACTIVE,BR-380,8305400,BANK-MBB-003
ACCT-001333,CUST-001117,CUSTOMER,SAVINGS,VND,2024-08-20T04:59:59Z,ACTIVE,BR-758,8989052,BANK-MBB-003
ACCT-001334,CUST-001118,CUSTOMER,PAYMENT,VND,2025-07-09T04:59:59Z,ACTIVE,BR-866,1961618,BANK-ACB-004
ACCT-001335,CUST-001119,CUSTOMER,SAVINGS,VND,2024-02-09T01:59:59Z,ACTIVE,BR-315,42959633,BANK-ACB-004
ACCT-001336,CUST-001120,CUSTOMER,SAVINGS,VND,2025-09-10T07:59:59Z,ACTIVE,BR-941,9876876,BANK-VPB-005
ACCT-001337,CUST-001121,CUSTOMER,PAYMENT,VND,2021-11-04T05:59:59Z,ACTIVE,BR-993,3275009,BANK-VPB-005
ACCT-001338,CUST-001122,CUSTOMER,PAYMENT,VND,2021-08-05T02:59:59Z,ACTIVE,BR-665,3721513,BANK-MBB-003
ACCT-001339,CUST-001123,CUSTOMER,SAVINGS,VND,2023-10-16T09:59:59Z,ACTIVE,BR-591,13000657,BANK-TCB-002
ACCT-001340,CUST-001124,CUSTOMER,PAYMENT,VND,2024-04-01T23:59:59Z,ACTIVE,BR-655,33794654,BANK-MBB-003
ACCT-001341,CUST-001124,CUSTOMER,SAVINGS,VND,2025-02-19T11:59:59Z,ACTIVE,BR-278,8151814,BANK-ACB-004
ACCT-001342,CUST-001125,CUSTOMER,PAYMENT,VND,2024-07-18T03:59:59Z,ACTIVE,BR-154,109324612,BANK-ACB-004
ACCT-001343,CUST-001126,CUSTOMER,PAYMENT,VND,2025-09-08T07:59:59Z,ACTIVE,BR-973,73116967,BANK-ACB-004
ACCT-001344,CUST-001126,CUSTOMER,PAYMENT,VND,2021-08-25T05:59:59Z,ACTIVE,BR-959,35165542,BANK-MBB-003
ACCT-001345,CUST-001127,CUSTOMER,SAVINGS,VND,2025-09-07T02:59:59Z,ACTIVE,BR-214,45858014,BANK-VPB-005
ACCT-001346,CUST-001128,CUSTOMER,PAYMENT,VND,2025-10-01T10:59:59Z,ACTIVE,BR-944,25297944,BANK-MBB-003
ACCT-001347,CUST-001129,CUSTOMER,PAYMENT,VND,2024-06-29T06:59:59Z,ACTIVE,BR-840,61467743,BANK-MBB-003
ACCT-001348,CUST-001130,CUSTOMER,PAYMENT,VND,2025-05-03T23:59:59Z,ACTIVE,BR-145,7157103,BANK-TCB-002
