transaction_id,source_account_ref,source_account_type,source_bank_id,destination_account_ref,destination_account_type,destination_bank_id,amount,currency,transaction_type,channel,purpose_code,description,occurred_at,direction,source_ip,device_id,is_cross_border,source_country,destination_country,data_visibility,evidence_source,payment_reference
TXN-00018076,EXT-ACC-000086,EXTERNAL,BANK-FOREIGN-JP-DEMO,ACCT-SHB-000375,INTERNAL_SHB,BANK-SHB-001,5891838,VND,FX,SWIFT,SERVICES,INBOUND-664885,2025-11-12T16:04:45Z,INBOUND,,,true,JP,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-22259881
TXN-00018077,EXT-ACC-000376,EXTERNAL,BANK-VCB-EXT,ACCT-SHB-000408,INTERNAL_SHB,BANK-SHB-001,1557034,VND,TRANSFER,ATM,TRANSFER,INBOUND-202944,2025-11-12T16:07:59Z,INBOUND,,,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-89895015
TXN-00018078,ACCT-SHB-000678,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-001018,INTERNAL_SHB,BANK-SHB-001,2703339,VND,TRANSFER,INTERNET,PAYMENT,PAYMENT-783110,2025-11-12T16:11:14Z,INTERNAL,10.151.57.214,DEV-00000575,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-14061464
TXN-00018079,ACCT-SHB-002144,INTERNAL_SHB,BANK-SHB-001,EXT-ACC-000524,EXTERNAL,BANK-MBB-EXT,1357646,VND,TRANSFER,ATM,TRANSFER,OUTBOUND-347751,2025-11-12T16:14:28Z,OUTBOUND,10.143.77.32,DEV-00001811,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-80524086
TXN-00018080,ACCT-SHB-000042,INTERNAL_SHB,BANK-SHB-001,EXT-ACC-000334,EXTERNAL,BANK-MBB-EXT,2504074,VND,TRANSFER,ATM,RENT,OUTBOUND-303004,2025-11-12T16:17:43Z,OUTBOUND,10.136.10.179,DEV-00000036,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-17245185
TXN-00018081,EXT-ACC-000796,EXTERNAL,BANK-VPB-EXT,ACCT-SHB-000049,INTERNAL_SHB,BANK-SHB-001,1732346,VND,TRANSFER,MOBILE,TRANSFER,INBOUND-167411,2025-11-12T16:20:57Z,INBOUND,,,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-62283673
TXN-00018082,ACCT-SHB-002267,INTERNAL_SHB,BANK-SHB-001,EXT-ACC-000988,EXTERNAL,BANK-VPB-EXT,2360135,VND,TRANSFER,MOBILE,UTILITIES,OUTBOUND-868050,2025-11-12T16:24:11Z,OUTBOUND,10.173.174.176,DEV-00001913,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-73417525
TXN-00018083,ACCT-SHB-000494,INTERNAL_SHB,BANK-SHB-001,EXT-ACC-000333,EXTERNAL,BANK-TCB-EXT,1145667,VND,TRANSFER,MOBILE,RENT,OUTBOUND-122162,2025-11-12T16:27:26Z,OUTBOUND,10.34.134.6,DEV-00000420,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-30368729
TXN-00018084,ACCT-SHB-000521,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-000317,INTERNAL_SHB,BANK-SHB-001,2294997,VND,TRANSFER,MOBILE,PAYMENT,PAYMENT-209220,2025-11-12T16:30:40Z,INTERNAL,10.38.155.61,DEV-00000442,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-55983931
TXN-00018085,ACCT-SHB-000873,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-002198,INTERNAL_SHB,BANK-SHB-001,2824847,VND,TRANSFER,MOBILE,PAYMENT,PAYMENT-376090,2025-11-12T16:33:55Z,INTERNAL,10.234.214.244,DEV-00000738,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-13730284
TXN-00018086,ACCT-SHB-001861,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-002194,INTERNAL_SHB,BANK-SHB-001,1431108,VND,TRANSFER,MOBILE,PAYMENT,PAYMENT-415305,2025-11-12T16:37:09Z,INTERNAL,10.39.67.16,DEV-00001576,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-55154662
TXN-00018087,ACCT-SHB-000528,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-002326,INTERNAL_SHB,BANK-SHB-001,12508224,VND,TRANSFER,MOBILE,INVOICE,INVOICE-218838,2025-11-12T16:40:23Z,INTERNAL,10.21.61.159,DEV-00000448,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-50844264
TXN-00018088,EXT-ACC-000535,EXTERNAL,BANK-VCB-EXT,ACCT-SHB-001288,INTERNAL_SHB,BANK-SHB-001,2741788,VND,TRANSFER,MOBILE,TRANSFER,INBOUND-553466,2025-11-12T16:43:38Z,INBOUND,,,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-40558983
TXN-00018089,EXT-ACC-000134,EXTERNAL,BANK-VPB-EXT,ACCT-SHB-001364,INTERNAL_SHB,BANK-SHB-001,7481399,VND,TRANSFER,MOBILE,SERVICES,INBOUND-593728,2025-11-12T16:46:52Z,INBOUND,,,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-70151022
TXN-00018090,EXT-ACC-000419,EXTERNAL,BANK-ACB-EXT,ACCT-SHB-001700,INTERNAL_SHB,BANK-SHB-001,1150488,VND,TRANSFER,MOBILE,RENT,INBOUND-355978,2025-11-12T16:50:07Z,INBOUND,,,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-91996259
TXN-00018091,ACCT-SHB-002384,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-000885,INTERNAL_SHB,BANK-SHB-001,874644,VND,TRANSFER,POS,CASH_IN,CASH_IN-618567,2025-11-12T16:53:21Z,INTERNAL,10.23.238.1,DEV-00002010,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-32863478
TXN-00018092,EXT-ACC-000266,EXTERNAL,BANK-ACB-EXT,ACCT-SHB-002435,INTERNAL_SHB,BANK-SHB-001,1101191,VND,TRANSFER,MOBILE,TICKET,INBOUND-546310,2025-11-12T16:56:35Z,INBOUND,,,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-66468032
TXN-00018093,ACCT-SHB-000701,INTERNAL_SHB,BANK-SHB-001,EXT-ACC-000669,EXTERNAL,BANK-VPB-EXT,367094,VND,TRANSFER,MOBILE,PAYMENT,OUTBOUND-282862,2025-11-12T16:59:50Z,OUTBOUND,10.243.160.8,DEV-00000595,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-89126427
TXN-00018094,ACCT-SHB-000310,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-000808,INTERNAL_SHB,BANK-SHB-001,1868147,VND,TRANSFER,MOBILE,UTILITIES,UTILITIES-673361,2025-11-12T17:03:04Z,INTERNAL,10.71.233.197,DEV-00000265,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-55340256
TXN-00018095,ACCT-SHB-001501,INTERNAL_SHB,BANK-SHB-001,EXT-ACC-000624,EXTERNAL,BANK-MBB-EXT,3094786,VND,TRANSFER,API,SERVICES,OUTBOUND-306303,2025-11-12T17:06:19Z,OUTBOUND,10.248.15.208,DEV-00001272,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-83984596
TXN-00018096,ACCT-SHB-001991,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-000450,INTERNAL_SHB,BANK-SHB-001,1213298,VND,TRANSFER,MOBILE,PAYMENT,PAYMENT-517106,2025-11-12T17:09:33Z,INTERNAL,10.19.158.187,DEV-00001684,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-49286127
TXN-00018097,ACCT-SHB-000620,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-000312,INTERNAL_SHB,BANK-SHB-001,1585428,VND,TRANSFER,MOBILE,PAYMENT,PAYMENT-463974,2025-11-12T17:12:47Z,INTERNAL,10.149.129.40,DEV-00000528,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-40976075
TXN-00018098,ACCT-SHB-000146,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-001826,INTERNAL_SHB,BANK-SHB-001,1983894,VND,TRANSFER,ATM,RENT,RENT-540410,2025-11-12T17:16:02Z,INTERNAL,10.60.173.152,DEV-00000121,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-78310712
TXN-00018099,ACCT-SHB-000665,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-000804,INTERNAL_SHB,BANK-SHB-001,2341018,VND,TRANSFER,MOBILE,UTILITIES,UTILITIES-571932,2025-11-12T17:19:16Z,INTERNAL,10.51.136.64,DEV-00000563,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-87219419
TXN-00018100,EXT-ACC-000112,EXTERNAL,BANK-ACB-EXT,ACCT-SHB-001022,INTERNAL_SHB,BANK-SHB-001,1785085,VND,TRANSFER,MOBILE,UTILITIES,INBOUND-423755,2025-11-12T17:22:31Z,INBOUND,,,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-92842132
TXN-00018101,ACCT-SHB-000680,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-002410,INTERNAL_SHB,BANK-SHB-001,1459655,VND,TRANSFER,MOBILE,RENT,RENT-242392,2025-11-12T17:25:45Z,INTERNAL,10.35.102.62,DEV-00000576,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-92634328
TXN-00018102,ACCT-SHB-000071,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-000660,INTERNAL_SHB,BANK-SHB-001,2196708,VND,TRANSFER,MOBILE,TRANSFER,TRANSFER-891653,2025-11-12T17:28:59Z,INTERNAL,10.249.118.183,DEV-00000059,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-41235931
TXN-00018103,EXT-ACC-000819,EXTERNAL,BANK-TCB-EXT,ACCT-SHB-002297,INTERNAL_SHB,BANK-SHB-001,1891579,VND,TRANSFER,MOBILE,PAYMENT,INBOUND-854311,2025-11-12T17:32:14Z,INBOUND,,,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-63693488
TXN-00018104,ACCT-SHB-001581,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-000581,INTERNAL_SHB,BANK-SHB-001,4345638,VND,TRANSFER,MOBILE,TRANSFER,TRANSFER-400114,2025-11-12T17:35:28Z,INTERNAL,10.202.250.139,DEV-00001340,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-77962180
TXN-00018105,EXT-ACC-000056,EXTERNAL,BANK-MBB-EXT,ACCT-SHB-002266,INTERNAL_SHB,BANK-SHB-001,1577880,VND,TRANSFER,BRANCH,TRANSFER,INBOUND-761970,2025-11-12T17:38:43Z,INBOUND,,,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-58190842
TXN-00018106,ACCT-SHB-001309,INTERNAL_SHB,BANK-SHB-001,EXT-ACC-000111,EXTERNAL,BANK-ACB-EXT,4534190,VND,TRANSFER,INTERNET,SERVICES,OUTBOUND-591355,2025-11-12T17:41:57Z,OUTBOUND,10.68.78.115,DEV-00001104,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-19804446
TXN-00018107,EXT-ACC-000876,EXTERNAL,BANK-VCB-EXT,ACCT-SHB-000049,INTERNAL_SHB,BANK-SHB-001,3687346,VND,TRANSFER,MOBILE,PAYMENT,INBOUND-188780,2025-11-12T17:45:11Z,INBOUND,,,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-93613776
TXN-00018108,ACCT-SHB-001763,INTERNAL_SHB,BANK-SHB-001,EXT-ACC-000395,EXTERNAL,BANK-FOREIGN-SG-DEMO,1940621,VND,FX,SWIFT,FX,OUTBOUND-436529,2025-11-12T17:48:26Z,OUTBOUND,10.138.120.70,DEV-00001497,true,VN,SG,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-42299947
TXN-00018109,ACCT-SHB-001856,INTERNAL_SHB,BANK-SHB-001,EXT-ACC-000955,EXTERNAL,BANK-ACB-EXT,2546278,VND,TRANSFER,MOBILE,RENT,OUTBOUND-994642,2025-11-12T17:51:40Z,OUTBOUND,10.245.229.209,DEV-00001572,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-49718625
TXN-00018110,ACCT-SHB-002217,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-000897,INTERNAL_SHB,BANK-SHB-001,2692499,VND,TRANSFER,MOBILE,RENT,RENT-491381,2025-11-12T17:54:54Z,INTERNAL,10.168.63.23,DEV-00001871,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-64073878
TXN-00018111,EXT-ACC-000802,EXTERNAL,BANK-VCB-EXT,ACCT-SHB-001912,INTERNAL_SHB,BANK-SHB-001,3030115,VND,TRANSFER,MOBILE,UTILITIES,INBOUND-882213,2025-11-12T17:58:09Z,INBOUND,,,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-19701210
TXN-00018112,EXT-ACC-000291,EXTERNAL,BANK-MBB-EXT,ACCT-SHB-000004,INTERNAL_SHB,BANK-SHB-001,2557180,VND,TRANSFER,INTERNET,UTILITIES,INBOUND-340287,2025-11-12T18:01:23Z,INBOUND,,,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-67735293
TXN-00018113,ACCT-SHB-001773,INTERNAL_SHB,BANK-SHB-001,EXT-ACC-000836,EXTERNAL,BANK-MBB-EXT,2666338,VND,TRANSFER,INTERNET,RENT,OUTBOUND-562340,2025-11-12T18:04:38Z,OUTBOUND,10.142.85.170,DEV-00001504,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-60805272
TXN-00018114,ACCT-SHB-000470,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-002151,INTERNAL_SHB,BANK-SHB-001,3246870,VND,TRANSFER,MOBILE,TRANSFER,TRANSFER-468948,2025-11-12T18:07:52Z,INTERNAL,10.69.27.133,DEV-00000396,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-94400190
TXN-00018115,ACCT-SHB-001464,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-000017,INTERNAL_SHB,BANK-SHB-001,1886267,VND,TRANSFER,MOBILE,TRANSFER,TRANSFER-441815,2025-11-12T18:11:06Z,INTERNAL,10.235.69.83,DEV-00001237,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-83898480
TXN-00018116,ACCT-SHB-001869,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-001240,INTERNAL_SHB,BANK-SHB-001,1969447,VND,TRANSFER,ATM,PAYMENT,PAYMENT-627815,2025-11-12T18:14:21Z,INTERNAL,10.200.212.170,DEV-00001583,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-56275993
TXN-00018117,EXT-ACC-000190,EXTERNAL,BANK-VPB-EXT,ACCT-SHB-000420,INTERNAL_SHB,BANK-SHB-001,195523,VND,TRANSFER,MOBILE,PAYMENT,INBOUND-364319,2025-11-12T18:17:35Z,INBOUND,,,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-56373615
TXN-00018118,EXT-ACC-000656,EXTERNAL,BANK-TCB-EXT,ACCT-SHB-001658,INTERNAL_SHB,BANK-SHB-001,3128796,VND,TRANSFER,MOBILE,INVOICE,INBOUND-459812,2025-11-12T18:20:50Z,INBOUND,,,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-12897288
TXN-00018119,ACCT-SHB-000187,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-001142,INTERNAL_SHB,BANK-SHB-001,3770068,VND,TRANSFER,API,TRANSFER,TRANSFER-582779,2025-11-12T18:24:04Z,INTERNAL,10.160.191.22,DEV-00000157,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-94652748
TXN-00018120,ACCT-SHB-001181,INTERNAL_SHB,BANK-SHB-001,EXT-ACC-000359,EXTERNAL,BANK-TCB-EXT,2287367,VND,TRANSFER,INTERNET,TRANSFER,OUTBOUND-587648,2025-11-12T18:27:18Z,OUTBOUND,10.223.107.47,DEV-00000992,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-34856774
TXN-00018121,ACCT-SHB-001406,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-002207,INTERNAL_SHB,BANK-SHB-001,1605972,VND,TRANSFER,MOBILE,RENT,RENT-906219,2025-11-12T18:30:33Z,INTERNAL,10.167.237.243,DEV-00001186,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-91133087
TXN-00018122,ACCT-SHB-000129,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-001679,INTERNAL_SHB,BANK-SHB-001,1438709,VND,TRANSFER,ATM,PAYMENT,PAYMENT-490345,2025-11-12T18:33:47Z,INTERNAL,10.42.153.153,DEV-00000107,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-28438997
TXN-00018123,ACCT-SHB-000508,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-000554,INTERNAL_SHB,BANK-SHB-001,1731571,VND,TRANSFER,MOBILE,TRANSFER,TRANSFER-788403,2025-11-12T18:37:02Z,INTERNAL,10.166.8.157,DEV-00000432,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-22763648
TXN-00018124,ACCT-SHB-000978,INTERNAL_SHB,BANK-SHB-001,EXT-ACC-000184,EXTERNAL,BANK-TCB-EXT,2379584,VND,TRANSFER,MOBILE,TRANSFER,OUTBOUND-885782,2025-11-12T18:40:16Z,OUTBOUND,10.245.171.174,DEV-00000826,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-75322172
TXN-00018125,ACCT-SHB-000739,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-002493,INTERNAL_SHB,BANK-SHB-001,13765257,VND,TRANSFER,MOBILE,SERVICES,SERVICES-300269,2025-11-12T18:43:30Z,INTERNAL,10.183.64.56,DEV-00000628,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-25558615
TXN-00018126,EXT-ACC-000548,EXTERNAL,BANK-ACB-EXT,ACCT-SHB-000953,INTERNAL_SHB,BANK-SHB-001,1607472,VND,TRANSFER,INTERNET,RENT,INBOUND-766537,2025-11-12T18:46:45Z,INBOUND,,,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-54985046
TXN-00018127,ACCT-SHB-000273,INTERNAL_SHB,BANK-SHB-001,EXT-ACC-000164,EXTERNAL,BANK-VPB-EXT,1831846,VND,TRANSFER,MOBILE,RENT,OUTBOUND-474492,2025-11-12T18:49:59Z,OUTBOUND,10.15.241.156,DEV-00000233,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-68917746
TXN-00018128,ACCT-SHB-000551,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-002131,INTERNAL_SHB,BANK-SHB-001,823077,VND,TRANSFER,MOBILE,UTILITIES,UTILITIES-435095,2025-11-12T18:53:14Z,INTERNAL,10.11.32.23,DEV-00000467,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-19087011
TXN-00018129,ACCT-SHB-001747,INTERNAL_SHB,BANK-SHB-001,EXT-ACC-000462,EXTERNAL,BANK-VPB-EXT,1566725,VND,TRANSFER,MOBILE,RENT,OUTBOUND-317205,2025-11-12T18:56:28Z,OUTBOUND,10.10.126.161,DEV-00001483,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-76554190
TXN-00018130,ACCT-SHB-000858,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-001465,INTERNAL_SHB,BANK-SHB-001,2249901,VND,TRANSFER,INTERNET,RENT,RENT-428385,2025-11-12T18:59:42Z,INTERNAL,10.112.137.158,DEV-00000725,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-33671107
TXN-00018131,ACCT-SHB-001071,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-001856,INTERNAL_SHB,BANK-SHB-001,1966650,VND,TRANSFER,MOBILE,UTILITIES,UTILITIES-971284,2025-11-12T19:02:57Z,INTERNAL,10.3.165.64,DEV-00000905,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-92904072
TXN-00018132,ACCT-SHB-000664,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-001493,INTERNAL_SHB,BANK-SHB-001,2038914,VND,TRANSFER,MOBILE,UTILITIES,UTILITIES-362416,2025-11-12T19:06:11Z,INTERNAL,10.78.50.173,DEV-00000562,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-53006437
TXN-00018133,ACCT-SHB-001852,INTERNAL_SHB,BANK-SHB-001,EXT-ACC-000986,EXTERNAL,BANK-FOREIGN-KR-DEMO,2120585,VND,FX,SWIFT,FX,OUTBOUND-583227,2025-11-12T19:09:26Z,OUTBOUND,10.66.155.176,DEV-00001569,true,VN,KR,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-90073027
TXN-00018134,ACCT-SHB-001604,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-000611,INTERNAL_SHB,BANK-SHB-001,403057,VND,TRANSFER,MOBILE,PAYMENT,PAYMENT-353184,2025-11-12T19:12:40Z,INTERNAL,10.199.33.236,DEV-00001361,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-15323596
TXN-00018135,EXT-ACC-000982,EXTERNAL,BANK-MBB-EXT,ACCT-SHB-001436,INTERNAL_SHB,BANK-SHB-001,2150525,VND,TRANSFER,ATM,RENT,INBOUND-657174,2025-11-12T19:15:54Z,INBOUND,,,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-35938025
TXN-00018136,EXT-ACC-000008,EXTERNAL,BANK-TCB-EXT,ACCT-SHB-000682,INTERNAL_SHB,BANK-SHB-001,3129476,VND,TRANSFER,MOBILE,TRANSFER,INBOUND-798721,2025-11-12T19:19:09Z,INBOUND,,,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-81091641
TXN-00018137,ACCT-SHB-001513,INTERNAL_SHB,BANK-SHB-001,EXT-ACC-000040,EXTERNAL,BANK-TCB-EXT,1711330,VND,TRANSFER,ATM,TRANSFER,OUTBOUND-399809,2025-11-12T19:22:23Z,OUTBOUND,10.193.254.18,DEV-00001283,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-44162103
TXN-00018138,ACCT-SHB-001096,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-001364,INTERNAL_SHB,BANK-SHB-001,1770854,VND,TRANSFER,MOBILE,UTILITIES,UTILITIES-520916,2025-11-12T19:25:38Z,INTERNAL,10.178.114.187,DEV-00000923,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-94999178
TXN-00018139,ACCT-SHB-000955,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-001770,INTERNAL_SHB,BANK-SHB-001,2588259,VND,TRANSFER,MOBILE,UTILITIES,UTILITIES-162425,2025-11-12T19:28:52Z,INTERNAL,10.20.41.150,DEV-00000808,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-53894105
TXN-00018140,ACCT-SHB-002477,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-001564,INTERNAL_SHB,BANK-SHB-001,4417799,VND,TRANSFER,INTERNET,TRANSFER,TRANSFER-510967,2025-11-12T19:32:06Z,INTERNAL,10.71.107.150,DEV-00001884,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-49338201
TXN-00018141,ACCT-SHB-000891,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-001296,INTERNAL_SHB,BANK-SHB-001,1166490,VND,TRANSFER,MOBILE,INVOICE,INVOICE-489253,2025-11-12T19:35:21Z,INTERNAL,10.89.79.73,DEV-00000753,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-51251067
TXN-00018142,ACCT-SHB-001677,INTERNAL_SHB,BANK-SHB-001,EXT-ACC-000747,EXTERNAL,BANK-VPB-EXT,6715913,VND,TRANSFER,INTERNET,TRANSFER,OUTBOUND-478358,2025-11-12T19:38:35Z,OUTBOUND,10.143.4.145,DEV-00001423,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-48214925
TXN-00018143,ACCT-SHB-002059,INTERNAL_SHB,BANK-SHB-001,EXT-ACC-000429,EXTERNAL,BANK-TCB-EXT,2463919,VND,TRANSFER,MOBILE,UTILITIES,OUTBOUND-958886,2025-11-12T19:41:50Z,OUTBOUND,10.62.228.149,DEV-00001741,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-17125559
TXN-00018144,ACCT-SHB-002387,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-001576,INTERNAL_SHB,BANK-SHB-001,581874,VND,TRANSFER,MOBILE,SUPPLIER,SUPPLIER-544238,2025-11-12T19:45:04Z,INTERNAL,10.231.81.235,DEV-00002013,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-20422791
TXN-00018145,ACCT-SHB-002303,INTERNAL_SHB,BANK-SHB-001,EXT-ACC-000645,EXTERNAL,BANK-TCB-EXT,297533,VND,TRANSFER,MOBILE,TRANSFER,OUTBOUND-919505,2025-11-12T19:48:18Z,OUTBOUND,10.153.200.218,DEV-00001942,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-51546752
TXN-00018146,ACCT-SHB-001164,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-002304,INTERNAL_SHB,BANK-SHB-001,2693382,VND,TRANSFER,MOBILE,UTILITIES,UTILITIES-859406,2025-11-12T19:51:33Z,INTERNAL,10.159.110.60,DEV-00000978,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-84893058
TXN-00018147,ACCT-SHB-001500,INTERNAL_SHB,BANK-SHB-001,EXT-ACC-000245,EXTERNAL,BANK-MBB-EXT,1644958,VND,TRANSFER,BRANCH,PAYMENT,OUTBOUND-726528,2025-11-12T19:54:47Z,OUTBOUND,10.41.59.143,DEV-00001271,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-34340903
